candidate_id,current_title,years_of_experience,location,country,semantic_score,skill_required_score,skill_preferred_score,title_career_score,experience_score,location_score,education_score,behavior_modifier,is_honeypot,honeypot_reasons,overall_score,matched_required_skills,missing_required_skills,title_career_reasons
CAND_0010685,NLP Engineer,6.7,"Kolkata, West Bengal",India,0.86019874,0.2357142857142857,0.1285714285714286,0.95,1.0,0.75,0.65,1.03315,False,,0.8817311264238873,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0026532,Recommendation Systems Engineer,4.8,"Chennai, Tamil Nadu",India,0.8678447,0.4428571428571429,0.17142857142857143,0.95,0.96,0.75,1.0,0.95075,False,,0.881234211771082,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'milvus', 'bge']","['hybrid search', 'opensearch', 'weaviate', 'qdrant', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0078492,Recommendation Systems Engineer,5.1,"Kochi, Kerala",India,0.86694527,0.25,0.07142857142857142,0.95,1.0,0.75,1.0,1.00625,False,,0.8807646035052384,"['ranking', 'faiss', 'elasticsearch', 'qdrant']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0030468,Senior Applied Scientist,5.4,"Indore, Madhya Pradesh",India,0.8249819,0.17857142857142858,0.03571428571428571,0.95,1.0,0.75,1.0,1.05,False,,0.8807502948484184,"['ranking', 'opensearch', 'milvus']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Senior Applied Scientist' is a direct match for this JD's target roles""]"
CAND_0095619,NLP Engineer,15.6,"Mumbai, Maharashtra",India,0.87042814,0.24642857142857144,0.07142857142857142,0.95,0.6333333333333333,1.0,1.0,1.05,False,,0.8788980420742238,"['ranking', 'elasticsearch', 'pinecone', 'weaviate']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0061257,Staff Machine Learning Engineer,8.0,"Noida, Uttar Pradesh",India,0.840562,0.03571428571428571,0.1392857142857143,0.95,1.0,1.0,1.0,1.05,False,,0.8767409658876713,['ranking'],"['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Staff Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0053695,Recommendation Systems Engineer,5.8,"Bhubaneswar, Odisha",India,0.85824317,0.32857142857142857,0.03571428571428571,0.95,1.0,0.75,1.0,0.98665,False,,0.8760145758513812,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'bge']","['hybrid search', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0067866,Senior Software Engineer (ML),6.4,"Noida, Uttar Pradesh",India,0.6910628,0.23482142857142854,0.18541666666666665,0.95,1.0,1.0,1.0,1.05,False,,0.8750172151410655,"['embeddings', 'ranking', 'elasticsearch', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Senior Software Engineer (ML)' is a direct match for this JD's target roles""]"
CAND_0010257,Senior Data Scientist,6.5,"Noida, Uttar Pradesh",India,0.8629999,0.26785714285714285,0.14285714285714285,0.95,1.0,1.0,0.8,0.9827499999999998,False,,0.8729807200349605,"['embeddings', 'ranking', 'opensearch', 'qdrant', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'bge', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0005538,Senior AI Engineer,5.9,"Kolkata, West Bengal",India,0.87387156,0.05714285714285715,0.20357142857142854,0.95,1.0,0.75,0.8,1.05,False,,0.8727743890641004,"['embeddings', 'ranking']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Senior AI Engineer' is a direct match for this JD's target roles""]"
CAND_0039838,Recommendation Systems Engineer,4.9,"Kochi, Kerala",India,0.8520236,0.24285714285714285,0.24642857142857144,0.95,0.9800000000000001,0.75,1.0,0.98885,False,,0.8724448794574046,"['embeddings', 'ranking', 'opensearch', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0078002,Machine Learning Engineer,6.3,"Coimbatore, Tamil Nadu",India,0.8486258,0.15327380952380953,0.21428571428571427,0.95,1.0,0.75,1.0,1.0155,False,,0.8721473535170836,"['embeddings', 'retrieval', 'ranking', 'weaviate']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0015578,AI Engineer,5.4,"Delhi, Delhi",India,0.8433645,0.21428571428571427,0.21071428571428572,0.95,1.0,1.0,1.0,0.983,False,,0.8717838240599011,"['embeddings', 'faiss', 'pinecone']","['retrieval', 'ranking', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0069905,Applied ML Engineer,6.6,"Bhubaneswar, Odisha",India,0.8519964,0.3,0.16428571428571428,0.95,1.0,0.75,0.8,0.9915999999999999,False,,0.8715237084127819,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'bge']","['hybrid search', 'opensearch', 'qdrant', 'milvus', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0039383,Applied ML Engineer,7.1,"Gurgaon, Haryana",India,0.8407595,0.2857142857142857,0.2413690476190476,0.95,1.0,0.75,1.0,0.9770999999999999,False,,0.8706958605704107,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0051004,Senior Data Scientist,4.7,"Delhi, Delhi",India,0.84983927,0.16071428571428573,0.16071428571428573,0.95,0.9400000000000001,1.0,1.0,1.0089000000000001,False,,0.8700277860126667,"['embeddings', 'pinecone', 'qdrant']","['retrieval', 'ranking', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0051292,Applied ML Engineer,5.2,"Trivandrum, Kerala",India,0.8586117,0.32053571428571426,0.21071428571428572,0.95,1.0,0.75,0.8,0.9734999999999999,False,,0.8673296825606821,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'bge']","['hybrid search', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0009024,Search Engineer,5.2,"Chennai, Tamil Nadu",India,0.8789015,0.2642857142857143,0.17857142857142858,0.95,1.0,0.75,1.0,0.96995,False,,0.8668633070551052,"['embeddings', 'ranking', 'faiss', 'opensearch', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0010770,Recommendation Systems Engineer,15.2,"Kolkata, West Bengal",India,0.86833096,0.2571428571428572,0.05714285714285715,0.95,0.6555555555555557,0.75,1.0,1.05,False,,0.8667059629870151,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'qdrant', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0008425,Senior NLP Engineer,7.8,"Kolkata, West Bengal",India,0.86372626,0.2357142857142857,0.3071428571428571,0.95,1.0,0.75,1.0,0.9692,False,,0.8662154780451615,"['retrieval', 'ranking', 'sentence-transformers', 'pinecone', 'qdrant', 'bge']","['embeddings', 'hybrid search', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'milvus', 'e5']","[""current title 'Senior NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0091909,Machine Learning Engineer,6.9,"Bangalore, Karnataka",India,0.8679445,0.26339285714285715,0.16428571428571428,0.95,1.0,0.75,1.0,0.97475,False,,0.8656408160878666,"['embeddings', 'ranking', 'opensearch', 'pinecone', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0009691,Applied ML Engineer,6.2,"Indore, Madhya Pradesh",India,0.8918898,0.2642857142857143,0.19999999999999998,0.95,1.0,0.75,0.8,0.9744499999999999,False,,0.865636621128331,"['embeddings', 'ranking', 'faiss', 'pinecone', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0005260,Senior NLP Engineer,5.2,"Chennai, Tamil Nadu",India,0.8559134,0.19999999999999998,0.4107142857142857,0.95,1.0,0.75,1.0,0.9700000000000001,False,,0.8655009201722259,"['embeddings', 'retrieval', 'ranking', 'faiss', 'bge']","['hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Senior NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0004402,AI Research Engineer,6.0,"Delhi, Delhi",India,0.7304899,0.15714285714285717,0.125,0.95,1.0,1.0,1.0,1.05,False,,0.8640125421545491,"['ranking', 'opensearch', 'qdrant']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'AI Research Engineer' is a direct match for this JD's target roles""]"
CAND_0058688,AI Engineer,6.7,Berlin,Germany,0.8654042,0.17857142857142858,0.10357142857142856,0.95,1.0,0.55,1.0,1.0176,False,,0.8630071300929938,"['embeddings', 'ranking', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0043228,Applied ML Engineer,6.8,"Chennai, Tamil Nadu",India,0.85293764,0.32857142857142857,0.07142857142857142,0.95,1.0,0.75,1.0,0.9647500000000001,False,,0.8580684297624988,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'bge']","['embeddings', 'hybrid search', 'pinecone', 'qdrant', 'milvus', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0074735,Applied ML Engineer,5.5,"Chandigarh, Chandigarh",India,0.84997773,0.17857142857142858,0.09285714285714286,0.95,1.0,0.75,1.0,1.00465,False,,0.8575905350335838,"['embeddings', 'elasticsearch', 'pinecone', 'weaviate']","['retrieval', 'ranking', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0037944,Senior Data Scientist,4.9,"Jaipur, Rajasthan",India,0.84183764,0.2357142857142857,0.3306547619047619,0.95,0.9800000000000001,0.75,1.0,0.96885,False,,0.857478672095839,"['embeddings', 'retrieval', 'ranking', 'opensearch', 'pinecone']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0025640,AI Research Engineer,5.6,"Jaipur, Rajasthan",India,0.70767754,0.23214285714285715,0.11041666666666668,0.95,1.0,0.75,1.0,1.05,False,,0.8569126119053716,"['ranking', 'faiss', 'elasticsearch', 'opensearch']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'AI Research Engineer' is a direct match for this JD's target roles""]"
CAND_0015582,ML Engineer,4.4,"Trivandrum, Kerala",India,0.7183871,0.33303571428571427,0.05714285714285715,0.95,0.8800000000000001,0.75,1.0,1.0423499999999999,False,,0.8567188497905307,"['embeddings', 'ranking', 'opensearch', 'pinecone', 'weaviate', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'milvus', 'bge', 'e5']","[""current title 'ML Engineer' is a direct match for this JD's target roles""]"
CAND_0037566,Machine Learning Engineer,6.9,"Bangalore, Karnataka",India,0.83858657,0.2357142857142857,0.22857142857142856,0.95,1.0,0.75,0.8,0.9903,False,,0.8561179666246617,"['embeddings', 'retrieval', 'ranking', 'elasticsearch', 'pinecone']","['hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0042100,Machine Learning Engineer,7.3,Singapore,Singapore,0.8677475,0.17857142857142858,0.10714285714285714,0.95,1.0,0.55,0.8,1.0225499999999998,False,,0.85589795834618,"['ranking', 'elasticsearch', 'pinecone']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0005649,Senior Data Scientist,7.4,"Delhi, Delhi",India,0.8549733,0.3,0.17142857142857143,0.95,1.0,1.0,0.8,0.9551,False,,0.855810192332177,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'bge']","['hybrid search', 'opensearch', 'qdrant', 'milvus', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0079064,Senior Data Scientist,5.2,"Noida, Uttar Pradesh",India,0.85750914,0.31428571428571433,0.16071428571428573,0.95,1.0,1.0,0.65,0.9593,False,,0.8539946711398498,"['embeddings', 'retrieval', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'bge']","['ranking', 'hybrid search', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0007460,AI Engineer,4.7,"Pune, Maharashtra",India,0.86403495,0.17500000000000002,0.2857142857142857,0.95,0.9400000000000001,1.0,0.65,0.9906499999999999,False,,0.8538228422216436,"['embeddings', 'ranking', 'weaviate']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0010149,ML Engineer,6.9,"Bangalore, Karnataka",India,0.71614134,0.17142857142857143,0.1994047619047619,0.95,1.0,0.75,1.0,1.05,False,,0.853711208188316,"['ranking', 'elasticsearch', 'milvus']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'ML Engineer' is a direct match for this JD's target roles""]"
CAND_0054123,Applied ML Engineer,4.7,"Gurgaon, Haryana",India,0.8766309,0.35000000000000003,0.09613095238095237,0.95,0.9400000000000001,0.75,1.0,0.9498,False,,0.8519626342221921,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'qdrant', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'milvus', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0076831,Search Engineer,4.0,"Delhi, Delhi",India,0.8470173,0.20327380952380952,0.10714285714285714,0.95,0.8,1.0,1.0,1.00675,False,,0.8515942719363266,"['retrieval', 'ranking', 'weaviate', 'milvus']","['embeddings', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'qdrant', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0070202,Machine Learning Engineer,5.1,"Jaipur, Rajasthan",India,0.8768806,0.21428571428571427,0.25,0.95,1.0,0.75,1.0,0.9572,False,,0.849722315822142,"['embeddings', 'retrieval', 'ranking', 'qdrant']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0030348,Machine Learning Engineer,4.5,"Noida, Uttar Pradesh",India,0.8610203,0.3,0.1285714285714286,0.95,0.9,1.0,0.8,0.96505,False,,0.8486032656211815,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0018722,Recommendation Systems Engineer,6.6,Toronto,Canada,0.8519136,0.2571428571428572,0.14285714285714285,0.95,1.0,0.55,0.8,0.9931,False,,0.8480907625947678,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'pinecone', 'qdrant', 'milvus', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0013536,Applied ML Engineer,14.1,"Trivandrum, Kerala",India,0.8351779,0.39285714285714285,0.17500000000000002,0.95,0.7166666666666667,0.75,0.65,1.0012999999999999,False,,0.8467303475988486,"['embeddings', 'ranking', 'faiss', 'elasticsearch', 'pinecone', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'opensearch', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0017960,Recommendation Systems Engineer,7.7,"Bangalore, Karnataka",India,0.831149,0.15,0.28928571428571426,0.95,1.0,0.75,1.0,0.98575,False,,0.8467206295910295,"['embeddings', 'ranking', 'pinecone', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0051615,Search Engineer,4.6,"Coimbatore, Tamil Nadu",India,0.8680668,0.10357142857142856,0.1363095238095238,0.95,0.9199999999999999,0.75,1.0,1.01345,False,,0.8455813105159092,"['ranking', 'milvus']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0006557,NLP Engineer,7.9,"Jaipur, Rajasthan",India,0.8744326,0.5107142857142857,0.1285714285714286,0.95,1.0,0.75,0.8,0.90215,False,,0.8438475229252211,"['embeddings', 'retrieval', 'ranking', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant']","['hybrid search', 'sentence-transformers', 'milvus', 'bge', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0020991,Junior ML Engineer,4.9,"Vizag, Andhra Pradesh",India,0.6973657,0.17142857142857143,0.20357142857142854,0.95,0.9800000000000001,0.75,1.0,1.05,False,,0.8437908715543708,"['ranking', 'opensearch', 'weaviate']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Junior ML Engineer' is a direct match for this JD's target roles""]"
CAND_0098846,AI Engineer,7.6,"Indore, Madhya Pradesh",India,0.847944,0.18571428571428572,0.16428571428571428,0.95,1.0,0.75,1.0,0.9792,False,,0.8437155216568857,"['embeddings', 'retrieval', 'ranking', 'pinecone', 'qdrant']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0092245,Senior Data Scientist,4.1,"Coimbatore, Tamil Nadu",India,0.8513934,0.35000000000000003,0.17500000000000002,0.95,0.82,0.75,1.0,0.96085,False,,0.8434081607925459,"['embeddings', 'retrieval', 'ranking', 'faiss', 'elasticsearch', 'qdrant']","['hybrid search', 'sentence-transformers', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0016659,ML Engineer,4.4,"Coimbatore, Tamil Nadu",India,0.7162541,0.23214285714285715,0.11785714285714285,0.95,0.8800000000000001,0.75,1.0,1.05,False,,0.8424408683974361,"['ranking', 'faiss', 'pinecone', 'weaviate']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'ML Engineer' is a direct match for this JD's target roles""]"
CAND_0055992,AI Engineer,16.9,Sydney,Australia,0.87585294,0.46785714285714286,0.10357142857142856,0.95,0.5611111111111111,0.55,1.0,0.98075,False,,0.8417745142095485,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'milvus', 'bge']","['hybrid search', 'weaviate', 'qdrant', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0048558,Data Scientist,6.7,"Noida, Uttar Pradesh",India,0.68487287,0.22321428571428573,0.03571428571428571,0.95,1.0,1.0,0.8,1.05,False,,0.8413179491271162,"['ranking', 'elasticsearch', 'opensearch', 'qdrant']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Data Scientist' is a direct match for this JD's target roles""]"
CAND_0080766,Staff Machine Learning Engineer,8.8,"Coimbatore, Tamil Nadu",India,0.85944206,0.3464285714285714,0.2857142857142857,0.95,1.0,0.75,1.0,0.9166,False,,0.84073636203,"['retrieval', 'ranking', 'sentence-transformers', 'elasticsearch', 'opensearch', 'milvus', 'bge']","['embeddings', 'hybrid search', 'faiss', 'pinecone', 'weaviate', 'qdrant', 'e5']","[""current title 'Staff Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0061339,Search Engineer,4.2,"Chandigarh, Chandigarh",India,0.85490716,0.19642857142857142,0.07142857142857142,0.95,0.8400000000000001,0.75,0.8,1.0204,False,,0.8386496679080472,"['embeddings', 'ranking', 'opensearch', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0037980,Senior Applied Scientist,9.0,"Kolkata, West Bengal",India,0.8370824,0.07142857142857142,0.24642857142857144,0.95,1.0,0.75,1.0,1.0004499999999998,False,,0.8380316937043065,"['retrieval', 'ranking']","['embeddings', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Senior Applied Scientist' is a direct match for this JD's target roles""]"
CAND_0024466,Search Engineer,5.2,Toronto,Canada,0.88673437,0.1285714285714286,0.24285714285714285,0.95,1.0,0.55,1.0,0.9766,False,,0.8372740100965059,"['embeddings', 'ranking', 'pinecone']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0068351,Lead AI Engineer,6.4,"Delhi, Delhi",India,0.8320833,0.17857142857142858,0.28214285714285714,0.95,1.0,1.0,1.0,0.9498500000000001,False,,0.8367746051471783,"['ranking', 'elasticsearch', 'qdrant']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Lead AI Engineer' is a direct match for this JD's target roles""]"
CAND_0084819,Search Engineer,4.5,"Indore, Madhya Pradesh",India,0.86973894,0.2571428571428572,0.09285714285714286,0.95,0.9,0.75,0.65,0.9909999999999999,False,,0.8363835634079497,"['embeddings', 'retrieval', 'ranking', 'opensearch', 'pinecone', 'weaviate']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0076251,Search Engineer,7.6,"Bhubaneswar, Odisha",India,0.85715854,0.294047619047619,0.07142857142857142,0.95,1.0,0.75,0.8,0.95935,False,,0.8348555095432777,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'pinecone', 'qdrant', 'milvus', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0096172,NLP Engineer,5.2,"Chennai, Tamil Nadu",India,0.8733372,0.39999999999999997,0.19642857142857142,0.95,1.0,0.75,1.0,0.90065,False,,0.8346606965153645,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'qdrant', 'bge']","['hybrid search', 'pinecone', 'weaviate', 'milvus', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0060054,AI Engineer,6.4,"Jaipur, Rajasthan",India,0.8614104,0.3625,0.09285714285714286,0.95,1.0,0.75,0.8,0.9362500000000001,False,,0.8339168609607074,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'qdrant', 'milvus', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0030784,Data Scientist,4.4,"Delhi, Delhi",India,0.6752498,0.12857142857142856,0.28928571428571426,0.95,0.8800000000000001,1.0,1.0,1.05,False,,0.8336776425169247,"['embeddings', 'pinecone']","['retrieval', 'ranking', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Data Scientist' is a direct match for this JD's target roles""]"
